rate,title,content,review_date,Reviews,Sentiment
5,Agent was very knowledgeable and…,Agent was very knowledgeable and understood my question and answered in a way that I fully understood ,2024-05-24,Agent was very knowledgeable and understood my question and answered in a way that I fully understood ,POSITIVE
1,Terrible policy!,Terrible.  Makes it very difficult to file a claim.   Website doesn't work properly and the amount of information necessary to file a claim is beyond reasonable.  After giving everything I had still waiting to see if my claim of less than $160 will be approved.  Will NEVER purchase again.,2024-05-28,Terrible policy!. Terrible.  Makes it very difficult to file a claim.   Website doesn't work properly and the amount of information necessary to file a claim is beyond reasonable.  After giving everything I had still waiting to see if my claim of less than $160 will be approved.  Will NEVER purchase again.,NEGATIVE
5,Buying policy is easy at best cost for coverage.,Buying the policy is easy and at the best price I have found for the covarage.  I've never made a claim so I can't say anything about that process.  The association with USAA gives me some assurances that Travel Insured is a reputable company. ,2024-05-06,Buying policy is easy at best cost for coverage.. Buying the policy is easy and at the best price I have found for the covarage.  I've never made a claim so I can't say anything about that process.  The association with USAA gives me some assurances that Travel Insured is a reputable company. ,NEGATIVE
5,Insurance Equals Peace,"Having the insurance for a very reasonable cost gave me peace of mind. I could relax and enjoy myself knowing if any mishaps occurred, I would be taken care of.",2024-05-04,"Insurance Equals Peace. Having the insurance for a very reasonable cost gave me peace of mind. I could relax and enjoy myself knowing if any mishaps occurred, I would be taken care of.",POSITIVE
5,Easy Process,,2024-03-05,Easy Process,POSITIVE
5,Purchasing travel insurance was easy…,"Purchasing travel insurance was easy and affordable. I didn't need to make any claims thankfully, but I had the peace of mind knowing it was there if I needed it. ",2024-05-05,"Purchasing travel insurance was easy and affordable. I didn't need to make any claims thankfully, but I had the peace of mind knowing it was there if I needed it. ",NEGATIVE
1,Beware of Denial of Claims,"We have used Travel Insured International for over 10 years and submitted our first claim last year.  The $16,000 claim was for a Vantage cruise that was canceled due to bankruptcy.  The claim was submitted in August 2023.  Over a 5 month period we were asked to submit many receipts, time tables, etc. It took them to January 2024 to find a ""catch 22"" so that they could deny our claim.  BEWARE",2024-01-02,"Beware of Denial of Claims. We have used Travel Insured International for over 10 years and submitted our first claim last year.  The $16,000 claim was for a Vantage cruise that was canceled due to bankruptcy.  The claim was submitted in August 2023.  Over a 5 month period we were asked to submit many receipts, time tables, etc. It took them to January 2024 to find a ""catch 22"" so that they could deny our claim.  BEWARE",NEGATIVE
5,Easy to select the appropriate level of…,Easy to select the appropriate level of coverage based on my needs.,2024-03-20,Easy to select the appropriate level of coverage based on my needs.,POSITIVE
5,Great trip for low-mobility,"Our guide, Conor, was a wealth of information which he delivered with a good sense of humor!  He was also willing to work with us when a passenger was unable to walk long distances. We had a friendly group of travelers who looked out for each other.  The accommodations were top-notch and the itinerary was well-planned. I do wish we’d had more time in Galway City and in Belfast…but that would require a 14 day tour!",2024-05-06,"Great trip for low-mobility. Our guide, Conor, was a wealth of information which he delivered with a good sense of humor!  He was also willing to work with us when a passenger was unable to walk long distances. We had a friendly group of travelers who looked out for each other.  The accommodations were top-notch and the itinerary was well-planned. I do wish we’d had more time in Galway City and in Belfast…but that would require a 14 day tour!",NEGATIVE
3,price,did not have to use insurance..I would not use this company again....price way to high,2024-05-11,price. did not have to use insurance..I would not use this company again....price way to high,NEGATIVE
5,Great Welcome,"We received a great welcome from your agent, Dan Drennen.  However, we were not able to determine your response to a claim since fortunately it was not necessary on this trip.",2024-02-29,"Great Welcome. We received a great welcome from your agent, Dan Drennen.  However, we were not able to determine your response to a claim since fortunately it was not necessary on this trip.",POSITIVE
5,Thankfully,"Thankfully, no issues requiring insurance claim!",2024-05-04,"Thankfully, no issues requiring insurance claim!",POSITIVE
5,My trip did not require an insurance…,My trip did not require an insurance claim. ,2024-05-06,My trip did not require an insurance claim. ,NEGATIVE
5,It was easy to purchase the insurance I…,"It was easy to purchase the insurance I needed and, fortunately, this time everything went well.",2024-04-10,"It was easy to purchase the insurance I needed and, fortunately, this time everything went well.",NEGATIVE
5,Fast payment of my claim!,Paid my claim barely 2 weeks after I filed!  Great customer service!,2024-05-15,Fast payment of my claim!. Paid my claim barely 2 weeks after I filed!  Great customer service!,NEGATIVE
4,The price was high but reasonable…,"The price was high but reasonable compared to others.  Since I did not have an event requiring a restitution, I cannot say how they would handle it.  However, on a prior trip, they were cooperative and payed restitution though it took several weeks.",2024-04-25,"The price was high but reasonable compared to others.  Since I did not have an event requiring a restitution, I cannot say how they would handle it.  However, on a prior trip, they were cooperative and payed restitution though it took several weeks.",NEGATIVE
4,It was easy to get our trip protected.,It was easy to get our trip protected.  ,2024-05-23,It was easy to get our trip protected.  ,NEGATIVE
1,False Representation of Benefits,Missed THREE  full days of a tour valued at $650.  Only willing to cover $300!!,2024-05-23,False Representation of Benefits. Missed THREE  full days of a tour valued at $650.  Only willing to cover $300!!,NEGATIVE
5,Very easy to sign up,"It was great because it was very easy to sign up for the insurance I needed. It was pretty inexpensive.  Fortunately, I did not need to use the insurance so I cannot speak to that.",2024-05-08,"Very easy to sign up. It was great because it was very easy to sign up for the insurance I needed. It was pretty inexpensive.  Fortunately, I did not need to use the insurance so I cannot speak to that.",NEGATIVE
4,Agent helpful,"Agent helpful, knowledgeable and able to answer questions well.",2024-05-14,"Agent helpful, knowledgeable and able to answer questions well.",POSITIVE
5,Super easy to purchase!,,2024-05-02,Super easy to purchase!,POSITIVE
1,Completely unsatisfied…,Was unable to board cruise due to my daughters birth certificate not being accepted.   When I called the insurance to make a claim I was told there is nothing that can be done.  What's the purpose of the insurance?  Line 28 describes companions visa or passport but nothing is stated about a minor companion.  I felt at least a credit would suffice instead of nothing .,2024-05-13,Completely unsatisfied. Was unable to board cruise due to my daughters birth certificate not being accepted.   When I called the insurance to make a claim I was told there is nothing that can be done.  What's the purpose of the insurance?  Line 28 describes companions visa or passport but nothing is stated about a minor companion.  I felt at least a credit would suffice instead of nothing .,NEGATIVE
5,Very easy to work with,Very easy to work with. Very simple to have all the information I needed to make sure I was covered on my trip,2024-05-07,Very easy to work with. Very simple to have all the information I needed to make sure I was covered on my trip,POSITIVE
5,Great ,"We had no problem at all, they treat us nice and professional. ",2024-04-22,"Great . We had no problem at all, they treat us nice and professional. ",POSITIVE
5,The travel was great knowing that I had…Trip to Japan,"The travel was great knowing that I had coverage in case something happened during my trip.  Other members of my party suffered minor injuries but no one filed a claim.  Even so, having coverage made me feel secure.",2024-01-23,"The travel was great knowing that I had…Trip to Japan. The travel was great knowing that I had coverage in case something happened during my trip.  Other members of my party suffered minor injuries but no one filed a claim.  Even so, having coverage made me feel secure.",POSITIVE
1,The insurance did not meet my needs.,The insurance did not meet my needs. I have several issues on my trip and the insurance was not beneficial to have. Going forward I will either ask more questions of find another travel insurance company. ,2024-05-15,The insurance did not meet my needs. I have several issues on my trip and the insurance was not beneficial to have. Going forward I will either ask more questions of find another travel insurance company. ,NEGATIVE
5,I was concerned that filing a claim was going to be a pain!,"I was concerned that filing a claim was going to be a bit of a pain.  In all honesty, it was amazing! No pain whatsoever.  I called them because I was having some internet issues, the agent I spoke with was so kind, sympathetic that we had to cancel our cruise and so very helpful.  She followed through on her end with immediately forwarding to me the necessary forms, etc.  I filled them out, faxed them over with all the supporting documents and within 36 hours I receive a phone call saying my claim had been processed, a check in a certain amount was going to be sent within a short number of business days, etc.  I received the check quickly.  I recommend Travel Insured International and will have my agent ensure we use them again.  We've always purchased travel insurance and have never needed to file a claim until this last time...it was painless and easy!  ",2024-04-28,"I was concerned that filing a claim was going to be a pain!. I was concerned that filing a claim was going to be a bit of a pain.  In all honesty, it was amazing! No pain whatsoever.  I called them because I was having some internet issues, the agent I spoke with was so kind, sympathetic that we had to cancel our cruise and so very helpful.  She followed through on her end with immediately forwarding to me the necessary forms, etc.  I filled them out, faxed them over with all the supporting documents and within 36 hours I receive a phone call saying my claim had been processed, a check in a certain amount was going to be sent within a short number of business days, etc.  I received the check quickly.  I recommend Travel Insured International and will have my agent ensure we use them again.  We've always purchased travel insurance and have never needed to file a claim until this last time...it was painless and easy!  ",NEGATIVE
1,Sent you a email on 5/5 asking for…,"Sent you a email on 5/5 asking for assistance because I became sick on my cruise. No reply ever came back from your company until now, when you want me to do a survey. So you want to know how you did?You failed, that’s a Grade “F” Terrible when I needed you the most you were silent!!! So that’s how you did. Complete waste of my money. ",2024-05-05,"Sent you a email on 5/5 asking for assistance because I became sick on my cruise. No reply ever came back from your company until now, when you want me to do a survey. So you want to know how you did?You failed, that’s a Grade “F” Terrible when I needed you the most you were silent!!! So that’s how you did. Complete waste of my money. ",NEGATIVE
5,Heartily recommend,"Great prices, quick and efficient customer service",2024-04-28,"Heartily recommend. Great prices, quick and efficient customer service",POSITIVE
5,Wonderful experience,It was very easy to contact and have all my questions answered.  Very helpful in choosing the best policy for our needs.  I would highly recommend Travel Insured Int. for all travel insurance needs.,2024-04-18,Wonderful experience. It was very easy to contact and have all my questions answered.  Very helpful in choosing the best policy for our needs.  I would highly recommend Travel Insured Int. for all travel insurance needs.,POSITIVE
5,You Shouldn't Evaluate a Travel Insurance Provide Until You Have a Loss,"While traveling in Italy last summer my wife was hospitalized back in US. I had to cut my trip short and return home ASAP.The Customer Service rep told me to simply book a return flight at the same class as on my former ticket and keep records of any expenses.I had several days of nonrefundable hotel reservations, various Un refundable tours and transfers.Took about 4 weeks for the claim to process. Key again is receipts. Basically everything I submitted was covered.",2023-08-30,"You Shouldn't Evaluate a Travel Insurance Provide Until You Have a Loss. While traveling in Italy last summer my wife was hospitalized back in US. I had to cut my trip short and return home ASAP.The Customer Service rep told me to simply book a return flight at the same class as on my former ticket and keep records of any expenses.I had several days of nonrefundable hotel reservations, various Un refundable tours and transfers.Took about 4 weeks for the claim to process. Key again is receipts. Basically everything I submitted was covered.",NEGATIVE
5,Geat coverage at a reasonable price,"Geat coverage at a reasonable price.  Easy to work with.  Had a claim for a stolen mobile phone and the claim process was clear, easy and got reimbursement within a few days.",2024-05-03,"Geat coverage at a reasonable price.  Easy to work with.  Had a claim for a stolen mobile phone and the claim process was clear, easy and got reimbursement within a few days.",NEGATIVE
5,My rating is based on the customer service.,Customer service answered my questions on the best coverage for an international trip and ease of making the purchase.  ,2024-01-05,My rating is based on the customer service.. Customer service answered my questions on the best coverage for an international trip and ease of making the purchase.  ,NEGATIVE
5,We didn't use but the comfort of…,We didn't use but the comfort of knowing we ha e it is worth it.  Rates are competitive. ,2024-04-20,We didn't use but the comfort of knowing we ha e it is worth it.  Rates are competitive. ,NEGATIVE
1,Not useful!!!!, Not useful!!,2024-04-28,Not useful!!!!.  Not useful!!,POSITIVE
1,Trip to New Orleans  from NY was…,"Trip to New Orleans  from NY was cancelled because there were not enough people going.  I just received my trip refund however, I am still awaiting my travel insurance refund.  I was really looking forward to this trip.",2024-04-27,"Trip to New Orleans  from NY was cancelled because there were not enough people going.  I just received my trip refund however, I am still awaiting my travel insurance refund.  I was really looking forward to this trip.",NEGATIVE
1,Not all my money was refunded to me…,Not all my money was refunded to me after I had to cancel my trip.,2024-03-04,Not all my money was refunded to me after I had to cancel my trip.,NEGATIVE
5,I didn’t need to use it thankfully but…,I didn’t need to use it thankfully but it was very reassuring to know I had it. ,2024-04-22,I didn’t need to use it thankfully but it was very reassuring to know I had it. ,NEGATIVE
5,Immediate Online Quotes/Great Rates,I like being able to get online quotes (immediately) and when I have had questions customer service folks are immediately available and are able to answer my questions! Rates are also reasonable.,2024-04-19,Immediate Online Quotes/Great Rates. I like being able to get online quotes (immediately) and when I have had questions customer service folks are immediately available and are able to answer my questions! Rates are also reasonable.,POSITIVE
3,We did not have to use our travel insurance. …,We did not have to use our travel insurance but we were glad we had it. Just knowing we were covered gave us a great deal of comfort.  I only gave a rating of 3 because I cannot give any true information about our experience. ,2024-05-07,We did not have to use our travel insurance. . We did not have to use our travel insurance but we were glad we had it. Just knowing we were covered gave us a great deal of comfort.  I only gave a rating of 3 because I cannot give any true information about our experience. ,NEGATIVE
5,Paris River Cruise zed trip,Well organized trip with excellent excursions and toyr guides.  Loved the numerous museums and attractions in Paris.  River cruise to Normandy will be remembered forever !,2024-04-26,Paris River Cruise zed trip. Well organized trip with excellent excursions and toyr guides.  Loved the numerous museums and attractions in Paris.  River cruise to Normandy will be remembered forever !,POSITIVE
5,Excellent policies with good prices,Excellent policies with good prices. Very friendly with great communication. Highly recommend…..,2024-04-21,Excellent policies with good prices. Very friendly with great communication. Highly recommend…..,POSITIVE
2,Emergency number not working,While in Scotland last year we had a medical emergency needing to get back to the USA. Time difference Travel Insured would of been closed. I tried sveral phone numbers including the emergency phone number. Never able to reach anyone. ,2023-06-04,Emergency number not working. While in Scotland last year we had a medical emergency needing to get back to the USA. Time difference Travel Insured would of been closed. I tried sveral phone numbers including the emergency phone number. Never able to reach anyone. ,NEGATIVE
5,Travel Insured provided an affordable…,Travel Insured provided an affordable an no-nonsense travel insurance plan.  They kept communication open and provided updates and check-ins throughout in case we needed to use them.  Fortunately we did not have to use the insurance as our trip was trouble free.,2024-04-12,Travel Insured provided an affordable an no-nonsense travel insurance plan.  They kept communication open and provided updates and check-ins throughout in case we needed to use them.  Fortunately we did not have to use the insurance as our trip was trouble free.,NEGATIVE
5,I did not use the insurance,"I did not use the insurance, but I am glad I had it if necessary.",2024-05-05,"I did not use the insurance, but I am glad I had it if necessary.",POSITIVE
2,Travel Insurance: A Necessary Evil??,I was charged $284 for the insurance by the tour operator but the invoice I received later from TII said $169????  Still waiting for the tour operator to resolve this discrepancy.,2024-04-22,Travel Insurance: A Necessary Evil??. I was charged $284 for the insurance by the tour operator but the invoice I received later from TII said $169????  Still waiting for the tour operator to resolve this discrepancy.,NEGATIVE
3,Piece of mind.,Our travel agent did all of the work. All I did was pay for the insurance. I guess you could say that the “piece of mind” that we had insurance coverage is about all I can say as we did not have any claims on this trip overseas.,2024-04-26,Piece of mind.. Our travel agent did all of the work. All I did was pay for the insurance. I guess you could say that the “piece of mind” that we had insurance coverage is about all I can say as we did not have any claims on this trip overseas.,NEGATIVE
3,"Charleston, Savannah Five Day Tour","Tour leader:  All well for Janet—energetic, well organized, friendly, interacted with everyone in the group, punctual, made sure everyone knew the itinerary and time frame, patient when the flight was late and check-in staff was slow at Bradley, scrambled out of the bus and searched for anyone missing the return time.  No complaints.Tour:  Overall, not so good. Complaints:  This was not a five-day tour but a three day tour as two whole days were travel days.  Why not leave Bradley early a.m. for a little time in Charleston?  Then, local cultural tours ate up valuable time sacrificing time to visit Charleston—walk around, visit shops, etc.  I felt I never experienced Charleston other than the local tour.  Either reserve an all-afternoon excursion for longer tours or make make them optional for participants who would rather explore Charleston. Really!  All afternoon for a tea farm and mostly travel time?  And wine tasting at 10:00 a.m.?  Could have skipped that entirely!  More of a balance between group activities and solo activities.  And every day we spent getting somewhere was a lost day!Next, there was absolutely no consideration for those participants of age or with knee problems and other ailments even though your tourist pool was, I believe, entirely from senior centers.  While no one was handicapped, three or four used canes, one a leg brace, and I struggled with an injured knee. Several restaurants were in historic districts where no accommodations were available for easy and safe access.  In one particular restaurant, The Smoke House, our party was assigned to seating up a flight and a half of stairs!  Several folks had to be helped, and I had to crawl on my hands and knees! I had asked the manager for handicap accessibility, and he responded that no handicapped accommodations are allowed in the historic distract, but I could sit downstairs and have someone bring me a plate of food!      Additionally, none of the bathrooms hand grab bars, a safety feature for anyone.  At the Oyster House, trying to stand—no grab bar or any support—I fell and the manager was called by friends. Next, in Savannah we all agreed a better choice could have been made for a tour other than the Juliette Low Birthplace or just give free time. Scary watching folks w/canes struggling on the stairs.  Overall consensus—boring.One more tiny complaint….restaurants should be instructed to take drink orders before dinner and deliver them before dinner so we have time for a pre dinner cocktail.  At Paula Deen’s, we all had to ask for drink orders to be taken and never received the drinks until after dinner!  At the Smoke House and Crab Shack, they know how to do it right.  Drink orders taken and delivered right away.  Then dinner orders were taken. Side note:  I would have loved a meal at The Pirate’s House. By the way, my complaints are making me sound like an old, feeble woman….hardly the case.Praise:  Very convenient to have ALL fees and gratuities   included in the tour cost.  We were never charged any extra fees or add-ones.All the local guides were excellent—knowledgeable, interesting, vivacious, helpful with lunch recommendations.  Good choices!Night cruises were good choices as well as the dolphin watch.  Another night adventure in Savannah for those who do not wish to be on the water: ghost tour.",2024-04-20,"Charleston, Savannah Five Day Tour. Tour leader:  All well for Janet—energetic, well organized, friendly, interacted with everyone in the group, punctual, made sure everyone knew the itinerary and time frame, patient when the flight was late and check-in staff was slow at Bradley, scrambled out of the bus and searched for anyone missing the return time.  No complaints.Tour:  Overall, not so good. Complaints:  This was not a five-day tour but a three day tour as two whole days were travel days.  Why not leave Bradley early a.m. for a little time in Charleston?  Then, local cultural tours ate up valuable time sacrificing time to visit Charleston—walk around, visit shops, etc.  I felt I never experienced Charleston other than the local tour.  Either reserve an all-afternoon excursion for longer tours or make make them optional for participants who would rather explore Charleston. Really!  All afternoon for a tea farm and mostly travel time?  And wine tasting at 10:00 a.m.?  Could have skipped that entirely!  More of a balance between group activities and solo activities.  And every day we spent getting somewhere was a lost day!Next, there was absolutely no consideration for those participants of age or with knee problems and other ailments even though your tourist pool was, I believe, entirely from senior centers.  While no one was handicapped, three or four used canes, one a leg brace, and I struggled with an injured knee. Several restaurants were in historic districts where no accommodations were available for easy and safe access.  In one particular restaurant, The Smoke House, our party was assigned to seating up a flight and a half of stairs!  Several folks had to be helped, and I had to crawl on my hands and knees! I had asked the manager for handicap accessibility, and he responded that no handicapped accommodations are allowed in the historic distract, but I could sit downstairs and have someone bring me a plate of food!      Additionally, none of the bathrooms hand grab bars, a safety feature for anyone.  At the Oyster House, trying to stand—no grab bar or any support—I fell and the manager was called by friends. Next, in Savannah we all agreed a better choice could have been made for a tour other than the Juliette Low Birthplace or just give free time. Scary watching folks w/canes struggling on the stairs.  Overall consensus—boring.One more tiny complaint….restaurants should be instructed to take drink orders before dinner and deliver them before dinner so we have time for a pre dinner cocktail.  At Paula Deen’s, we all had to ask for drink orders to be taken and never received the drinks until after dinner!  At the Smoke House and Crab Shack, they know how to do it right.  Drink orders taken and delivered right away.  Then dinner orders were taken. Side note:  I would have loved a meal at The Pirate’s House. By the way, my complaints are making me sound like an old, feeble woman….hardly the case.Praise:  Very convenient to have ALL fees and gratuities   included in the tour cost.  We were never charged any extra fees or add-ones.All the local guides were excellent—knowledgeable, interesting, vivacious, helpful with lunch recommendations.  Good choices!Night cruises were good choices as well as the dolphin watch.  Another night adventure in Savannah for those who do not wish to be on the water: ghost tour.",NEGATIVE
5,Travel Insured Has Worked Well for Us for Years,Travel Insured has great communication throughout the process. We were especially appreciative when we canceled a trip but didn't need to file a claim that they allowed us to have a credit for a future trip. We have used their services for several trips now. ,2024-04-09,Travel Insured Has Worked Well for Us for Years. Travel Insured has great communication throughout the process. We were especially appreciative when we canceled a trip but didn't need to file a claim that they allowed us to have a credit for a future trip. We have used their services for several trips now. ,POSITIVE
5,I didn't need you ,I didn't need you . . . again!  But I'm glad you were there just in case.,2024-04-02,I didn't need you . . . again!  But I'm glad you were there just in case.,NEGATIVE
5,It was nice to have the knowledge we…,It was nice to have the knowledge we were covered if something would happen. But it was a wonderful trip.,2024-04-24,It was nice to have the knowledge we were covered if something would happen. But it was a wonderful trip.,POSITIVE
5,It was easy and seamless,,2024-04-23,It was easy and seamless,POSITIVE
5,A go-to for well organized sales experience ,"Didn't need to make any claims, but this company's website and sales assistance  is always top notch!",2024-04-24,"A go-to for well organized sales experience . Didn't need to make any claims, but this company's website and sales assistance  is always top notch!",POSITIVE
5,Best Medical coverage,"The representative was very helpful in guiding me to select the correct amount of insurance for our trip.  She also was patient in answering all of my questions. I chose your company because of the high Medical coverage, that is important to elderly travelers.  Thankfully, we didn't need to submit any claims. I would recommend your company to my family & friends.",2024-04-21,"Best Medical coverage. The representative was very helpful in guiding me to select the correct amount of insurance for our trip.  She also was patient in answering all of my questions. I chose your company because of the high Medical coverage, that is important to elderly travelers.  Thankfully, we didn't need to submit any claims. I would recommend your company to my family & friends.",POSITIVE
5,Security and peace of mind.,Loved having the security of the insurance and  fortunately I did not need to use it. I will always have insurance especially when i travel internationally.,2024-04-10,Security and peace of mind.. Loved having the security of the insurance and  fortunately I did not need to use it. I will always have insurance especially when i travel internationally.,POSITIVE
5,Reassurance Top Notch!,"Dependable, reliable and knowing that traveler’s insurance is there is comforting!  Thanks 🙏🏼",2024-04-15,"Reassurance Top Notch!. Dependable, reliable and knowing that traveler’s insurance is there is comforting!  Thanks 🙏🏼",POSITIVE
4,Fairly easy to set up,,2024-03-05,Fairly easy to set up,POSITIVE
5,Travel with peace of mind,Easy to sign up for and understand the terms of service. Reasonably priced.,2024-04-20,Travel with peace of mind. Easy to sign up for and understand the terms of service. Reasonably priced.,POSITIVE
5,Travel health coverage,"Travel Insured International's website is easy to navigate. I appreciated the options available for coverage while I would be traveling for several weeks with friends in Europe. Fortunately I didn't have to make any claims, but having the coverage added to peace of mind.",2024-04-28,"Travel health coverage. Travel Insured International's website is easy to navigate. I appreciated the options available for coverage while I would be traveling for several weeks with friends in Europe. Fortunately I didn't have to make any claims, but having the coverage added to peace of mind.",NEGATIVE
5,Confidence knowing we were covered if…,Confidence knowing we were covered if Coverage was needed.  ,2024-04-20,Confidence knowing we were covered if Coverage was needed.  ,POSITIVE
5,Great Product and Service  ,"The coverage offered is great. Based on past experiences, I will continue to use this service. for my future travel needs.",2024-04-13,"Great Product and Service  . The coverage offered is great. Based on past experiences, I will continue to use this service. for my future travel needs.",POSITIVE
5,Online experience ,Easy to buy online. Have used this company three times. Good purchasing experience each time. Quick and easy. Have not had to claim anything but appreciate knowing we had insurance if necessary. ,2024-05-05,Online experience . Easy to buy online. Have used this company three times. Good purchasing experience each time. Quick and easy. Have not had to claim anything but appreciate knowing we had insurance if necessary. ,NEGATIVE
5,Super easy and straightforward to set…,"Super easy and straightforward to set up online, reasonable pricing. ",2024-04-21,"Super easy and straightforward to set up online, reasonable pricing. ",POSITIVE
3,Never received any contact from company…,"Never received any contact from company other than autoreply canned e mails noting receipt of documents or apologizing for the delay Company indicated they would respond in 21 business days when I called to check on status of claim. When more info was needed I was not contacted and only learned about it because I followed up by phone to check. I supplied additional info immediately. When I called to follow up again I got someone in claims department who told me they now had a new 21 days to respond. Still no response after that and only received contact after a salesperson assisted.Having said that, almost everyone I spoke with was courteous and knowledgeable. When I finally spoke with a claims person who did review the claim, she did properly instruct me to follow up with air carrier for refund of preferred seat payment. She was correct and I did.Claim was finally paid.",2024-02-06,"Never received any contact from company other than autoreply canned e mails noting receipt of documents or apologizing for the delay Company indicated they would respond in 21 business days when I called to check on status of claim. When more info was needed I was not contacted and only learned about it because I followed up by phone to check. I supplied additional info immediately. When I called to follow up again I got someone in claims department who told me they now had a new 21 days to respond. Still no response after that and only received contact after a salesperson assisted.Having said that, almost everyone I spoke with was courteous and knowledgeable. When I finally spoke with a claims person who did review the claim, she did properly instruct me to follow up with air carrier for refund of preferred seat payment. She was correct and I did.Claim was finally paid.",NEGATIVE
1,Insurance Not Usable on Cruise Ship,"I had insurance, but I got sick on a Holland America Cruise and I could not use the insurance I paid for.  It cost me $1,000.",2024-04-16,"Insurance Not Usable on Cruise Ship. I had insurance, but I got sick on a Holland America Cruise and I could not use the insurance I paid for.  It cost me $1,000.",NEGATIVE
5,Easy to sign up,"Easy to sign up, choose a package, and purchase! ",2024-04-03,"Easy to sign up, choose a package, and purchase! ",NEGATIVE
5,Good to have a travel insurance we can trust,The level of peace of mind knowing that if something happened to my elderly mother I didn't have to be very concerned about the travel arrangements made.,2024-04-02,Good to have a travel insurance we can trust. The level of peace of mind knowing that if something happened to my elderly mother I didn't have to be very concerned about the travel arrangements made.,POSITIVE
5,Great customer service.  Issues explained in simple terms,We received clear and accurate responses to our claim issues.  We we were very satisfied with the results from our claim,2023-05-05,Great customer service.  Issues explained in simple terms. We received clear and accurate responses to our claim issues.  We we were very satisfied with the results from our claim,POSITIVE
2,JUST SAY NO,"JUST SAY NO. It has had ""technical difficulties"" online ever since we got the plan.",2024-05-01,"JUST SAY NO. It has had ""technical difficulties"" online ever since we got the plan.",NEGATIVE
5,great value,,2024-03-02,great value,POSITIVE
5,They always get the job done!,Professional and Helpful .. They always get the job done!,2024-04-25,They always get the job done!. Professional and Helpful .. They always get the job done!,POSITIVE
5,I have not needed this insurance,"I have not needed this insurance, but the conpany is easy to deal with.",2024-04-29,"I have not needed this insurance, but the conpany is easy to deal with.",NEGATIVE
5,I didn't need any help but knew you…,I didn't need any help but knew you were there if I needed you.  That is the best way for insurance to work.  Thanks.,2024-04-01,I didn't need any help but knew you were there if I needed you.  That is the best way for insurance to work.  Thanks.,POSITIVE
5,Easy to use ,"While we haven’t had to make any claims, information and sign up was clear and simple- giving piece of mind",2024-04-29,"Easy to use . While we haven’t had to make any claims, information and sign up was clear and simple- giving piece of mind",NEGATIVE
5,Great customer service!,,2024-01-21,Great customer service!,POSITIVE
5,Grateful!,"Unfortunately, I was unable to go on my scheduled trip.  Fortunately, I had purchased an insurance upgrade from Travel Insured International.  The process of filing a claim in my disappointment was very easy, and I was extremely grateful for that.  Everything was done online and in an expedited manner.  I was so thankful for their assistance.",2024-04-02,"Grateful!. Unfortunately, I was unable to go on my scheduled trip.  Fortunately, I had purchased an insurance upgrade from Travel Insured International.  The process of filing a claim in my disappointment was very easy, and I was extremely grateful for that.  Everything was done online and in an expedited manner.  I was so thankful for their assistance.",POSITIVE
3,Expensive but need is.,Expensive but need is. ,2024-04-01,Expensive but need is. ,NEGATIVE
5,Illness on a cruise ship,From the moment my husband became ill on our trip and Travel Insured International was called they were outstanding. They walked me thru getting the care he needed and my peace of mind. The agents were in constant communication with me as we returned to the US and he was hospitalized in Miami. They made all arrangements for our return to Texas and I didn’t have to worry about anything. I can’t say enough about the assistance we received. I’ve recommended this company to multiple friends and family and know several who have entrusted their travel with Travel Insured International. Thank you for everything!,2024-02-10,Illness on a cruise ship. From the moment my husband became ill on our trip and Travel Insured International was called they were outstanding. They walked me thru getting the care he needed and my peace of mind. The agents were in constant communication with me as we returned to the US and he was hospitalized in Miami. They made all arrangements for our return to Texas and I didn’t have to worry about anything. I can’t say enough about the assistance we received. I’ve recommended this company to multiple friends and family and know several who have entrusted their travel with Travel Insured International. Thank you for everything!,NEGATIVE
5,I recently obtained trip insurance for a family trip to Asia.,I recently obtained trip insurance for a family trip to Singapore and Vietnam.  Because of certain circumstances I needed a policy that would allow me to cancel for any reason.  I contacted Mark Reineke by email.  Mark promptly responded and answered all my questions giving me several suggestions for policy choices. Mark was very reassuring.   I was very satisfied with the entire experience and felt as if I was treated fairly.,2024-01-08,I recently obtained trip insurance for a family trip to Asia.. I recently obtained trip insurance for a family trip to Singapore and Vietnam.  Because of certain circumstances I needed a policy that would allow me to cancel for any reason.  I contacted Mark Reineke by email.  Mark promptly responded and answered all my questions giving me several suggestions for policy choices. Mark was very reassuring.   I was very satisfied with the entire experience and felt as if I was treated fairly.,POSITIVE
