rate,Reviews,tokenized_reviews,review_date,Sentiment
5,Travel insurance was easy to obtain and understand. ,"['travel', 'insurance', 'was', 'easy', 'to', 'obtain', 'and', 'understand']",2024-05-29,POSITIVE
5,Staff were outstanding in sharing options of coverage and recommending best option for our trip and budget.,"['staff', 'were', 'outstanding', 'in', 'sharing', 'options', 'of', 'coverage', 'and', 'recommending', 'best', 'option', 'for', 'our', 'trip', 'and', 'budget']",2024-05-17,POSITIVE
5,Seemless protection.,"['seemless', 'protection']",2024-05-23,NEGATIVE
5,Knowing I was cover during my trip to Europe gave me the security I was taking care of while traveling. I got the services and the perfect advice for me. This is a trusted travel insurance that I will continue having throughout my future traveling years. Thank you. ,"['knowing', 'i', 'was', 'cover', 'during', 'my', 'trip', 'to', 'europe', 'gave', 'me', 'the', 'security', 'i', 'was', 'taking', 'care', 'of', 'while', 'traveling', 'i', 'got', 'the', 'services', 'and', 'the', 'perfect', 'advice', 'for', 'me', 'this', 'is', 'a', 'trusted', 'travel', 'insurance', 'that', 'i', 'will', 'continue', 'having', 'throughout', 'my', 'future', 'traveling', 'years', 'thank', 'you']",2024-06-13,POSITIVE
5,Didn't need the insurance as all went well.  But having the insurance gives me a sense that if anything happens I can manage the problem.,"['didnt', 'need', 'the', 'insurance', 'as', 'all', 'went', 'well', 'but', 'having', 'the', 'insurance', 'gives', 'me', 'a', 'sense', 'that', 'if', 'anything', 'happens', 'i', 'can', 'manage', 'the', 'problem']",2024-06-17,NEGATIVE
5,"Good company for travel insurance . Thankfully I didn't have to file any claims, but it's great knowing you are there if I needed you.","['good', 'company', 'for', 'travel', 'insurance', 'thankfully', 'i', 'didnt', 'have', 'to', 'file', 'any', 'claims', 'but', 'its', 'great', 'knowing', 'you', 'are', 'there', 'if', 'i', 'needed', 'you']",2024-05-25,NEGATIVE
1,"I had never purchased Travel Insurance before, and based on my experience never will again.   I thought I was covered for travel interruption due to illness, but learned what a scam your company is when I tried to file a claim.   My doctor advised me to return home, based on my symptoms, so I booked new flights and have had to eat the original tickets, since your company won't cover the tickets I couldn't use.   Very disappointed .","['i', 'had', 'never', 'purchased', 'travel', 'insurance', 'before', 'and', 'based', 'on', 'my', 'experience', 'never', 'will', 'again', 'i', 'thought', 'i', 'was', 'covered', 'for', 'travel', 'interruption', 'due', 'to', 'illness', 'but', 'learned', 'what', 'a', 'scam', 'your', 'company', 'is', 'when', 'i', 'tried', 'to', 'file', 'a', 'claim', 'my', 'doctor', 'advised', 'me', 'to', 'return', 'home', 'based', 'on', 'my', 'symptoms', 'so', 'i', 'booked', 'new', 'flights', 'and', 'have', 'had', 'to', 'eat', 'the', 'original', 'tickets', 'since', 'your', 'company', 'wont', 'cover', 'the', 'tickets', 'i', 'couldnt', 'use', 'very', 'disappointed']",2024-06-04,NEGATIVE
4,"The insurance rate was affordable. Fortunately, I did not have to put it into action but it was nice knowing that it was there if/when I needed it.","['the', 'insurance', 'rate', 'was', 'affordable', 'fortunately', 'i', 'did', 'not', 'have', 'to', 'put', 'it', 'into', 'action', 'but', 'it', 'was', 'nice', 'knowing', 'that', 'it', 'was', 'there', 'ifwhen', 'i', 'needed', 'it']",2024-06-03,POSITIVE
5,Extremely responsive and professional company.  It was easy to submit my claim online as well as the supporting documents.  Review process was completed quickly and payment made in a very timely manner.,"['extremely', 'responsive', 'and', 'professional', 'company', 'it', 'was', 'easy', 'to', 'submit', 'my', 'claim', 'online', 'as', 'well', 'as', 'the', 'supporting', 'documents', 'review', 'process', 'was', 'completed', 'quickly', 'and', 'payment', 'made', 'in', 'a', 'very', 'timely', 'manner']",2024-06-11,POSITIVE
5,I didn't need to use my travel insurance but had a piece of mind just knowing it was there!,"['i', 'didnt', 'need', 'to', 'use', 'my', 'travel', 'insurance', 'but', 'had', 'a', 'piece', 'of', 'mind', 'just', 'knowing', 'it', 'was', 'there']",2024-05-22,NEGATIVE
5,"Did not need or use the insurance, but easy to buy, inexpensive and good to know it’s available. ","['did', 'not', 'need', 'or', 'use', 'the', 'insurance', 'but', 'easy', 'to', 'buy', 'inexpensive', 'and', 'good', 'to', 'know', 'it', 's', 'available']",2024-06-10,NEGATIVE
5,Never did use it but still worth it. Never did use it.  Still it provided peace of mind in case we got sick overseas.,"['never', 'did', 'use', 'it', 'but', 'still', 'worth', 'it', 'never', 'did', 'use', 'it', 'still', 'it', 'provided', 'peace', 'of', 'mind', 'in', 'case', 'we', 'got', 'sick', 'overseas']",2024-06-09,NEGATIVE
4,"My travel agent signed us up for this. Fortunately, we did not have to use a claim so I guess it was fabulous. Not sure how to rate something that I didn’t have to use.","['my', 'travel', 'agent', 'signed', 'us', 'up', 'for', 'this', 'fortunately', 'we', 'did', 'not', 'have', 'to', 'use', 'a', 'claim', 'so', 'i', 'guess', 'it', 'was', 'fabulous', 'not', 'sure', 'how', 'to', 'rate', 'something', 'that', 'i', 'didn', 't', 'have', 'to', 'use']",2024-06-01,NEGATIVE
5,didn't need the coverage.. no claim,"['didnt', 'need', 'the', 'coverage', 'no', 'claim']",2024-06-03,NEGATIVE
5,Excellent Explanation of Available Insurance. Excellent explanation of the details of the available coverages and which best suited our needs. Our trip was pretty expensive.  Having the trip insurance gave me peace of mind before and during our vacation.  ,"['excellent', 'explanation', 'of', 'available', 'insurance', 'excellent', 'explanation', 'of', 'the', 'details', 'of', 'the', 'available', 'coverages', 'and', 'which', 'best', 'suited', 'our', 'needs', 'our', 'trip', 'was', 'pretty', 'expensive', 'having', 'the', 'trip', 'insurance', 'gave', 'me', 'peace', 'of', 'mind', 'before', 'and', 'during', 'our', 'vacation']",2024-05-18,POSITIVE
3,"Insured or Not to Be!. Insurance can only be judged if it is needed. I can not give a bad or good reveiw as I didn't need to challenge my coverage.I can only hope that if I did, this company would do as they said they would do when I did a spread sheet review of them.  They weren't the cheapest but had the best mix of coverage based on my husbands needs.I count my blessings daily. We did Europe for a total of 2 months. We are elderlyish (69 and 74) fairly healthy and fit but, lugging our small carry on bags and backpacks on and off trains in 20 different countries was becoming a challenge. We don't regrete we purchased insurance that didn't get used....The real question is what if something did happen and you really needed it......","['insured', 'or', 'not', 'to', 'be', 'insurance', 'can', 'only', 'be', 'judged', 'if', 'it', 'is', 'needed', 'i', 'can', 'not', 'give', 'a', 'bad', 'or', 'good', 'reveiw', 'as', 'i', 'didnt', 'need', 'to', 'challenge', 'my', 'coveragei', 'can', 'only', 'hope', 'that', 'if', 'i', 'did', 'this', 'company', 'would', 'do', 'as', 'they', 'said', 'they', 'would', 'do', 'when', 'i', 'did', 'a', 'spread', 'sheet', 'review', 'of', 'them', 'they', 'werent', 'the', 'cheapest', 'but', 'had', 'the', 'best', 'mix', 'of', 'coverage', 'based', 'on', 'my', 'husbands', 'needsi', 'count', 'my', 'blessings', 'daily', 'we', 'did', 'europe', 'for', 'a', 'total', 'of', '2', 'months', 'we', 'are', 'elderlyish', '69', 'and', '74', 'fairly', 'healthy', 'and', 'fit', 'but', 'lugging', 'our', 'small', 'carry', 'on', 'bags', 'and', 'backpacks', 'on', 'and', 'off', 'trains', 'in', '20', 'different', 'countries', 'was', 'becoming', 'a', 'challenge', 'we', 'dont', 'regrete', 'we', 'purchased', 'insurance', 'that', 'didnt', 'get', 'usedthe', 'real', 'question', 'is', 'what', 'if', 'something', 'did', 'happen', 'and', 'you', 'really', 'needed', 'it']",2024-05-26,NEGATIVE
5,Very easy and straight forward. Luckily I didn't need it but they sent multiple emails to make sure I had everything I needed. ,"['very', 'easy', 'and', 'straight', 'forward', 'luckily', 'i', 'didnt', 'need', 'it', 'but', 'they', 'sent', 'multiple', 'emails', 'to', 'make', 'sure', 'i', 'had', 'everything', 'i', 'needed']",2024-05-28,NEGATIVE
5,"I didn’t need to make a claim. I had no issues and did not need to use the insurance, so I didn’t really know how to rate it. I gave it a 5 because I think the rate was pretty reasonable.","['i', 'didn', 't', 'need', 'to', 'make', 'a', 'claim', 'i', 'had', 'no', 'issues', 'and', 'did', 'not', 'need', 'to', 'use', 'the', 'insurance', 'so', 'i', 'didn', 't', 'really', 'know', 'how', 'to', 'rate', 'it', 'i', 'gave', 'it', 'a', '5', 'because', 'i', 'think', 'the', 'rate', 'was', 'pretty', 'reasonable']",2024-06-07,NEGATIVE
5,"I never used to purchase trip insurance but as I’ve gotten older, it’s a must! Travel insured brings peace of mind at an affordable price. You receive updates and reminders to upgrade your coverage to insure you are covered for all your needs. The agents are friendly and walk you through the process.","['i', 'never', 'used', 'to', 'purchase', 'trip', 'insurance', 'but', 'as', 'i', 've', 'gotten', 'older', 'it', 's', 'a', 'must', 'travel', 'insured', 'brings', 'peace', 'of', 'mind', 'at', 'an', 'affordable', 'price', 'you', 'receive', 'updates', 'and', 'reminders', 'to', 'upgrade', 'your', 'coverage', 'to', 'insure', 'you', 'are', 'covered', 'for', 'all', 'your', 'needs', 'the', 'agents', 'are', 'friendly', 'and', 'walk', 'you', 'through', 'the', 'process']",2024-05-09,POSITIVE
5,"Great Site, Lots of Choices, Seamless Purchase. Very easy to navigate and choose the type of insurance I need, rather than a travel agency offering me only the most expensive comprehensive policy choice.  Good website, lots of choices in all price ranges.  Thanks for being there!  Fortunately, I did not need to utilize the insurance, but it was a comfort to know it was there.","['great', 'site', 'lots', 'of', 'choices', 'seamless', 'purchase', 'very', 'easy', 'to', 'navigate', 'and', 'choose', 'the', 'type', 'of', 'insurance', 'i', 'need', 'rather', 'than', 'a', 'travel', 'agency', 'offering', 'me', 'only', 'the', 'most', 'expensive', 'comprehensive', 'policy', 'choice', 'good', 'website', 'lots', 'of', 'choices', 'in', 'all', 'price', 'ranges', 'thanks', 'for', 'being', 'there', 'fortunately', 'i', 'did', 'not', 'need', 'to', 'utilize', 'the', 'insurance', 'but', 'it', 'was', 'a', 'comfort', 'to', 'know', 'it', 'was', 'there']",2024-05-25,POSITIVE
5,Great experience. Thank you. ,"['great', 'experience', 'thank', 'you']",2023-10-26,POSITIVE
5,"Simply the best 👌 . The over all cost, plus coverage, very reasonable for my wife and I, and it gave us peace of mind throughout our entire travels. Thanks so much, I will be using this provider for future travels.","['simply', 'the', 'best', 'okhand', 'the', 'over', 'all', 'cost', 'plus', 'coverage', 'very', 'reasonable', 'for', 'my', 'wife', 'and', 'i', 'and', 'it', 'gave', 'us', 'peace', 'of', 'mind', 'throughout', 'our', 'entire', 'travels', 'thanks', 'so', 'much', 'i', 'will', 'be', 'using', 'this', 'provider', 'for', 'future', 'travels']",2024-05-21,POSITIVE
5,We had no problems and no reason to submit any claim.,"['we', 'had', 'no', 'problems', 'and', 'no', 'reason', 'to', 'submit', 'any', 'claim']",2024-06-12,NEGATIVE
5,"A well organized trip, excellent experience ","['a', 'well', 'organized', 'trip', 'excellent', 'experience']",2024-05-11,POSITIVE
5,We traveled with such a great peace of mind knowing that we were protected. ,"['we', 'traveled', 'with', 'such', 'a', 'great', 'peace', 'of', 'mind', 'knowing', 'that', 'we', 'were', 'protected']",2024-05-24,POSITIVE
2,I canceled my trip but intend to go in the next 30-45 days. Can my unused insurance be used?,"['i', 'canceled', 'my', 'trip', 'but', 'intend', 'to', 'go', 'in', 'the', 'next', '3045', 'days', 'can', 'my', 'unused', 'insurance', 'be', 'used']",2024-05-24,NEGATIVE
5,Seamless. It was very easy to sign-up and the transaction was seamless. Very glad I had it and even happier I didn't need it! ,"['seamless', 'it', 'was', 'very', 'easy', 'to', 'signup', 'and', 'the', 'transaction', 'was', 'seamless', 'very', 'glad', 'i', 'had', 'it', 'and', 'even', 'happier', 'i', 'didnt', 'need', 'it']",2024-01-13,POSITIVE
5,Relaxed and Confident. I was relaxed knowing I had coverage in case there were any unexpected incidents that occurred. ,"['relaxed', 'and', 'confident', 'i', 'was', 'relaxed', 'knowing', 'i', 'had', 'coverage', 'in', 'case', 'there', 'were', 'any', 'unexpected', 'incidents', 'that', 'occurred']",2024-05-18,POSITIVE
5,Contracting for the insurance was easy. Contracting for the insurance was painless.  Fortunately we didn't need any of the coverage.  Have you thought of giving a good will refund to those who don't make any claims?STEVE,"['contracting', 'for', 'the', 'insurance', 'was', 'easy', 'contracting', 'for', 'the', 'insurance', 'was', 'painless', 'fortunately', 'we', 'didnt', 'need', 'any', 'of', 'the', 'coverage', 'have', 'you', 'thought', 'of', 'giving', 'a', 'good', 'will', 'refund', 'to', 'those', 'who', 'dont', 'make', 'any', 'claimssteve']",2024-02-09,NEGATIVE
5,Great price and benefits. Better pricing than buying directly from airlines and other companies. Provided detailed rules and contact numbers should something go wrong. Great peace of mind to know we have that extra coverage should we have a medical emergency. ,"['great', 'price', 'and', 'benefits', 'better', 'pricing', 'than', 'buying', 'directly', 'from', 'airlines', 'and', 'other', 'companies', 'provided', 'detailed', 'rules', 'and', 'contact', 'numbers', 'should', 'something', 'go', 'wrong', 'great', 'peace', 'of', 'mind', 'to', 'know', 'we', 'have', 'that', 'extra', 'coverage', 'should', 'we', 'have', 'a', 'medical', 'emergency']",2024-05-31,NEGATIVE
5,Great service. I filed my claim in the morning with all the required documents. I got a phone call that same day my check was being sent. Great service!,"['great', 'service', 'i', 'filed', 'my', 'claim', 'in', 'the', 'morning', 'with', 'all', 'the', 'required', 'documents', 'i', 'got', 'a', 'phone', 'call', 'that', 'same', 'day', 'my', 'check', 'was', 'being', 'sent', 'great', 'service']",2024-06-07,POSITIVE
5,Helpful when called.  Answers questions promptly.,"['helpful', 'when', 'called', 'answers', 'questions', 'promptly']",2024-03-20,POSITIVE
5,"Having the knowledge that if anything happen to one of us prior to the scheduled trip, that we had  protection of we ever needed it. ","['having', 'the', 'knowledge', 'that', 'if', 'anything', 'happen', 'to', 'one', 'of', 'us', 'prior', 'to', 'the', 'scheduled', 'trip', 'that', 'we', 'had', 'protection', 'of', 'we', 'ever', 'needed', 'it']",2024-05-15,NEGATIVE
4,"Happy to have this insurance . Everyone that I have spoken with in customer service has been so kind & helpful. Now, my mind is at ease and I’m excited to travel knowing that I have this insurance plan. Ahhhh…","['happy', 'to', 'have', 'this', 'insurance', 'everyone', 'that', 'i', 'have', 'spoken', 'with', 'in', 'customer', 'service', 'has', 'been', 'so', 'kind', 'helpful', 'now', 'my', 'mind', 'is', 'at', 'ease', 'and', 'i', 'm', 'excited', 'to', 'travel', 'knowing', 'that', 'i', 'have', 'this', 'insurance', 'plan', 'ahhhh']",2024-06-03,POSITIVE
5,"The website was very easy to navigate.  It allowed me to compare policies from various companies, and to fine tune the options to suit our specific needs.","['the', 'website', 'was', 'very', 'easy', 'to', 'navigate', 'it', 'allowed', 'me', 'to', 'compare', 'policies', 'from', 'various', 'companies', 'and', 'to', 'fine', 'tune', 'the', 'options', 'to', 'suit', 'our', 'specific', 'needs']",2024-04-23,POSITIVE
5,"The best thing about this insurance, is that I didn't need to use it!","['the', 'best', 'thing', 'about', 'this', 'insurance', 'is', 'that', 'i', 'didnt', 'need', 'to', 'use', 'it']",2024-05-08,NEGATIVE
1,I can't even access the site anymore to add my trips.....,"['i', 'cant', 'even', 'access', 'the', 'site', 'anymore', 'to', 'add', 'my', 'trips']",2024-06-05,NEGATIVE
1,"This was an awful experience.  Our trip was cancelled due to the conflict in Israel, and the company refused to refund our premium.  So we paid for services that they never delivered. I’ve worked in the travel industry for over 20 years and this was the worst experience I’ve ever had with an insurance company. We actually took a different trip, and I chose to go with one of their competitors for our insurance. Not only was the other company less expensive, but they actually treated us fairly.  I will never use this company again.","['this', 'was', 'an', 'awful', 'experience', 'our', 'trip', 'was', 'cancelled', 'due', 'to', 'the', 'conflict', 'in', 'israel', 'and', 'the', 'company', 'refused', 'to', 'refund', 'our', 'premium', 'so', 'we', 'paid', 'for', 'services', 'that', 'they', 'never', 'delivered', 'i', 've', 'worked', 'in', 'the', 'travel', 'industry', 'for', 'over', '20', 'years', 'and', 'this', 'was', 'the', 'worst', 'experience', 'i', 've', 'ever', 'had', 'with', 'an', 'insurance', 'company', 'we', 'actually', 'took', 'a', 'different', 'trip', 'and', 'i', 'chose', 'to', 'go', 'with', 'one', 'of', 'their', 'competitors', 'for', 'our', 'insurance', 'not', 'only', 'was', 'the', 'other', 'company', 'less', 'expensive', 'but', 'they', 'actually', 'treated', 'us', 'fairly', 'i', 'will', 'never', 'use', 'this', 'company', 'again']",2024-05-01,NEGATIVE
5,"I think that it is very important  to have travel insurance  this way, if an emergency  happens,you will be reimbursed  your money ,because some places does not reimbursed  if you have an emergency  and cancel","['i', 'think', 'that', 'it', 'is', 'very', 'important', 'to', 'have', 'travel', 'insurance', 'this', 'way', 'if', 'an', 'emergency', 'happensyou', 'will', 'be', 'reimbursed', 'your', 'money', 'because', 'some', 'places', 'does', 'not', 'reimbursed', 'if', 'you', 'have', 'an', 'emergency', 'and', 'cancel']",2024-05-24,NEGATIVE
4,We did not need to use the insurance.  I thought it was overpriced.,"['we', 'did', 'not', 'need', 'to', 'use', 'the', 'insurance', 'i', 'thought', 'it', 'was', 'overpriced']",2024-05-21,NEGATIVE
5,"Worth It. Thankfully, we did not have any issues on our trip & did not need to make a claim, it was peace of mind knowing we had coverage, and worth the cost.","['worth', 'it', 'thankfully', 'we', 'did', 'not', 'have', 'any', 'issues', 'on', 'our', 'trip', 'did', 'not', 'need', 'to', 'make', 'a', 'claim', 'it', 'was', 'peace', 'of', 'mind', 'knowing', 'we', 'had', 'coverage', 'and', 'worth', 'the', 'cost']",2024-05-09,POSITIVE
5,Luckily i did not have to use it but just having an affordable full covered insurance plan was peace of mind enough,"['luckily', 'i', 'did', 'not', 'have', 'to', 'use', 'it', 'but', 'just', 'having', 'an', 'affordable', 'full', 'covered', 'insurance', 'plan', 'was', 'peace', 'of', 'mind', 'enough']",2024-05-26,POSITIVE
1,"I am still after a year, waiting on answers to the following.If I have a annual plan, do I have to register each cruise?Does the annual plan include theft of electronic devices?","['i', 'am', 'still', 'after', 'a', 'year', 'waiting', 'on', 'answers', 'to', 'the', 'followingif', 'i', 'have', 'a', 'annual', 'plan', 'do', 'i', 'have', 'to', 'register', 'each', 'cruisedoes', 'the', 'annual', 'plan', 'include', 'theft', 'of', 'electronic', 'devices']",2024-04-25,NEGATIVE
5,"Everything was planned great by travel advisor,  and the experience was all it worked out to be for the trip","['everything', 'was', 'planned', 'great', 'by', 'travel', 'advisor', 'and', 'the', 'experience', 'was', 'all', 'it', 'worked', 'out', 'to', 'be', 'for', 'the', 'trip']",2024-05-08,POSITIVE
5,Dan Drennan rocks!,"['dan', 'drennan', 'rocks']",2024-04-10,POSITIVE
5,"The honest choice. It was easy to select the right coverage. This time we did not have to file any claims, but on previous years we had to and they were prompt on reviewing the claims and paying the claims. ","['the', 'honest', 'choice', 'it', 'was', 'easy', 'to', 'select', 'the', 'right', 'coverage', 'this', 'time', 'we', 'did', 'not', 'have', 'to', 'file', 'any', 'claims', 'but', 'on', 'previous', 'years', 'we', 'had', 'to', 'and', 'they', 'were', 'prompt', 'on', 'reviewing', 'the', 'claims', 'and', 'paying', 'the', 'claims']",2024-04-09,POSITIVE
5,"Lower cost with great included coverage compared to others. I have to start with I didn't need to use it, so I can't rate that part of the service. When I was shopping around for insurance I was desperately looking for that kind of feedback & it was difficult to find. Back to the insurance easy process to sign up & excellent rates compared to other competitors for the coverage you get. Will definitely use them for future vacations & cruises which I'm already planning.","['lower', 'cost', 'with', 'great', 'included', 'coverage', 'compared', 'to', 'others', 'i', 'have', 'to', 'start', 'with', 'i', 'didnt', 'need', 'to', 'use', 'it', 'so', 'i', 'cant', 'rate', 'that', 'part', 'of', 'the', 'service', 'when', 'i', 'was', 'shopping', 'around', 'for', 'insurance', 'i', 'was', 'desperately', 'looking', 'for', 'that', 'kind', 'of', 'feedback', 'it', 'was', 'difficult', 'to', 'find', 'back', 'to', 'the', 'insurance', 'easy', 'process', 'to', 'sign', 'up', 'excellent', 'rates', 'compared', 'to', 'other', 'competitors', 'for', 'the', 'coverage', 'you', 'get', 'will', 'definitely', 'use', 'them', 'for', 'future', 'vacations', 'cruises', 'which', 'im', 'already', 'planning']",2024-05-11,POSITIVE
5,Reasonable price and easy to get set up.  Gladly we didn’t need to use it but glad it was there. ,"['reasonable', 'price', 'and', 'easy', 'to', 'get', 'set', 'up', 'gladly', 'we', 'didn', 't', 'need', 'to', 'use', 'it', 'but', 'glad', 'it', 'was', 'there']",2024-05-23,NEGATIVE
5,Although I didn’t need to use the insurance it was good to know it was there if I needed it ,"['although', 'i', 'didn', 't', 'need', 'to', 'use', 'the', 'insurance', 'it', 'was', 'good', 'to', 'know', 'it', 'was', 'there', 'if', 'i', 'needed', 'it']",2024-05-13,NEGATIVE
5,"Even though I did not need the coverage, I had the peace of mind that I had it if needed.   ","['even', 'though', 'i', 'did', 'not', 'need', 'the', 'coverage', 'i', 'had', 'the', 'peace', 'of', 'mind', 'that', 'i', 'had', 'it', 'if', 'needed']",2024-05-12,NEGATIVE
2,"Never Again!. You do not make it plain how the insurance works. I got sick on the cruise trip I insured through your company and took the direction of the ships crew and stayed in my cabin avoiding contact with others and went to my doctor when I returned home. I was not provided any coverage because I didn't see the expensive ship's medical staff. Thanks, you won't be getting any more of my money for a non- existent policy.","['never', 'again', 'you', 'do', 'not', 'make', 'it', 'plain', 'how', 'the', 'insurance', 'works', 'i', 'got', 'sick', 'on', 'the', 'cruise', 'trip', 'i', 'insured', 'through', 'your', 'company', 'and', 'took', 'the', 'direction', 'of', 'the', 'ships', 'crew', 'and', 'stayed', 'in', 'my', 'cabin', 'avoiding', 'contact', 'with', 'others', 'and', 'went', 'to', 'my', 'doctor', 'when', 'i', 'returned', 'home', 'i', 'was', 'not', 'provided', 'any', 'coverage', 'because', 'i', 'didnt', 'see', 'the', 'expensive', 'ships', 'medical', 'staff', 'thanks', 'you', 'wont', 'be', 'getting', 'any', 'more', 'of', 'my', 'money', 'for', 'a', 'non', 'existent', 'policy']",2024-01-03,NEGATIVE
5,"Did not have to use any of the insurance on this trip, but had to use it in the past and I thought it was a pretty easy process as long as you followed up with all of the documentation as they required.   Very helpful throughout the process and once approved, recd my check very quickly.  ","['did', 'not', 'have', 'to', 'use', 'any', 'of', 'the', 'insurance', 'on', 'this', 'trip', 'but', 'had', 'to', 'use', 'it', 'in', 'the', 'past', 'and', 'i', 'thought', 'it', 'was', 'a', 'pretty', 'easy', 'process', 'as', 'long', 'as', 'you', 'followed', 'up', 'with', 'all', 'of', 'the', 'documentation', 'as', 'they', 'required', 'very', 'helpful', 'throughout', 'the', 'process', 'and', 'once', 'approved', 'recd', 'my', 'check', 'very', 'quickly']",2024-05-22,NEGATIVE
5,"Happy with this company. Happily did not need to use the insurance on this trip but it was nice to know I was covered if I needed it. Application was easy, rates were competitive. I liked the fact that they would be the first payer for medical emergencies. This was the second time I used TII and will continue to use them in the future.","['happy', 'with', 'this', 'company', 'happily', 'did', 'not', 'need', 'to', 'use', 'the', 'insurance', 'on', 'this', 'trip', 'but', 'it', 'was', 'nice', 'to', 'know', 'i', 'was', 'covered', 'if', 'i', 'needed', 'it', 'application', 'was', 'easy', 'rates', 'were', 'competitive', 'i', 'liked', 'the', 'fact', 'that', 'they', 'would', 'be', 'the', 'first', 'payer', 'for', 'medical', 'emergencies', 'this', 'was', 'the', 'second', 'time', 'i', 'used', 'tii', 'and', 'will', 'continue', 'to', 'use', 'them', 'in', 'the', 'future']",2024-04-26,NEGATIVE
5,The trip was fantastic. I did not have to use my travel insurance but was more confident in case I had to.,"['the', 'trip', 'was', 'fantastic', 'i', 'did', 'not', 'have', 'to', 'use', 'my', 'travel', 'insurance', 'but', 'was', 'more', 'confident', 'in', 'case', 'i', 'had', 'to']",2024-05-01,POSITIVE
4,Completing the firm to obtain Ins was easy. I did not need to submit a claim.,"['completing', 'the', 'firm', 'to', 'obtain', 'ins', 'was', 'easy', 'i', 'did', 'not', 'need', 'to', 'submit', 'a', 'claim']",2024-05-09,POSITIVE
1,"No cancellation or refund . A month before my trip, I found out that I did not need travel insurance as it was already included by my school. I requested a refund and cancellation and was told no, because I didn't need it was not a good reason to return my money. I needed that money. I will never use them again or recommend them to anyone. ","['no', 'cancellation', 'or', 'refund', 'a', 'month', 'before', 'my', 'trip', 'i', 'found', 'out', 'that', 'i', 'did', 'not', 'need', 'travel', 'insurance', 'as', 'it', 'was', 'already', 'included', 'by', 'my', 'school', 'i', 'requested', 'a', 'refund', 'and', 'cancellation', 'and', 'was', 'told', 'no', 'because', 'i', 'didnt', 'need', 'it', 'was', 'not', 'a', 'good', 'reason', 'to', 'return', 'my', 'money', 'i', 'needed', 'that', 'money', 'i', 'will', 'never', 'use', 'them', 'again', 'or', 'recommend', 'them', 'to', 'anyone']",2024-03-28,NEGATIVE
2,"Travel Insured International's partnership with USAA is in a miserable state. It seemed impossible to move from the USAA website into the Travel Insured International website. This very nearly caused me to choose a different insurance company. The policy offered by Travel Insured International seemed to be the best product for the money. I never needed to file a claim, so I did not experience the claim-filing process.","['travel', 'insured', 'internationals', 'partnership', 'with', 'usaa', 'is', 'in', 'a', 'miserable', 'state', 'it', 'seemed', 'impossible', 'to', 'move', 'from', 'the', 'usaa', 'website', 'into', 'the', 'travel', 'insured', 'international', 'website', 'this', 'very', 'nearly', 'caused', 'me', 'to', 'choose', 'a', 'different', 'insurance', 'company', 'the', 'policy', 'offered', 'by', 'travel', 'insured', 'international', 'seemed', 'to', 'be', 'the', 'best', 'product', 'for', 'the', 'money', 'i', 'never', 'needed', 'to', 'file', 'a', 'claim', 'so', 'i', 'did', 'not', 'experience', 'the', 'claimfiling', 'process']",2024-04-03,NEGATIVE
5,Great customer service!!!!,"['great', 'customer', 'service']",2024-03-28,POSITIVE
5,Cruise insurance. I used this company to provide the insurance for my European cruise for my wife and I. Which included having to fly to Europe . The price was great. The coverage was excellent. Zero issues on getting what I needed and booking the package. I will absolutely use this company again. ,"['cruise', 'insurance', 'i', 'used', 'this', 'company', 'to', 'provide', 'the', 'insurance', 'for', 'my', 'european', 'cruise', 'for', 'my', 'wife', 'and', 'i', 'which', 'included', 'having', 'to', 'fly', 'to', 'europe', 'the', 'price', 'was', 'great', 'the', 'coverage', 'was', 'excellent', 'zero', 'issues', 'on', 'getting', 'what', 'i', 'needed', 'and', 'booking', 'the', 'package', 'i', 'will', 'absolutely', 'use', 'this', 'company', 'again']",2024-05-11,POSITIVE
